"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Macrod22",8.75397605619402e-06,0.642753492509815,1,0.985,0.089203016012617,"10","Macrod2"
"Ccdc92",9.24037046906384e-06,2.10077289478457,0.345,0.097,0.0941593750797605,"10","Ccdc92"
"Ptpro2",9.41969770676871e-06,0.812902322320023,0.966,0.573,0.0959867196319732,"10","Ptpro"
"Agtpbp1",9.62498503455159e-06,1.01483704864639,0.862,0.517,0.0980785975020807,"10","Agtpbp1"
"Onecut21",1.00094764188472e-05,1.29198601723383,0.724,0.363,0.101996564708053,"10","Onecut2"
"Ap3b22",1.01400344662311e-05,1.0823908703615,0.69,0.282,0.103326951210895,"10","Ap3b2"
"Ndrg42",1.03751038684338e-05,1.31521066314829,0.483,0.158,0.10572230841934,"10","Ndrg4"
"Snca2",1.0486611924646e-05,1.27404064295853,0.586,0.226,0.106858575512143,"10","Snca"
"Lss",1.05840346889526e-05,1.59269236617077,0.414,0.127,0.107851313480427,"10","Lss"
"Nrn13",1.08766683482735e-05,1.04869773543307,0.621,0.23,0.110833250468907,"10","Nrn1"
"Stx2",1.10045847841467e-05,1.62822293685052,0.414,0.128,0.112136718950454,"10","Stx2"
"Tep1",1.11405095730851e-05,1.75976900530405,0.345,0.094,0.113521792549737,"10","Tep1"
"Ksr1",1.12353534466102e-05,1.05176103352665,0.724,0.305,0.114488251620958,"10","Ksr1"
"Osbpl9",1.17472922568588e-05,0.6405502576049,1,0.781,0.119704908097392,"10","Osbpl9"
"Nup93",1.20620442526841e-05,1.11185994293959,0.759,0.369,0.122912230934851,"10","Nup93"
"Rps6ka3",1.23263240376424e-05,0.830401894268143,0.966,0.719,0.125605241943576,"10","Rps6ka3"
"Klc1",1.24147225040755e-05,0.982855196810586,0.862,0.519,0.126506022316529,"10","Klc1"
"Ank32",1.24148940752543e-05,0.608864649060769,1,0.984,0.126507770626841,"10","Ank3"
"Slc17a63",1.24155310762478e-05,0.950238619088233,0.897,0.492,0.126514261666965,"10","Slc17a6"
"Tmc71",1.24835244310536e-05,1.64322510018976,0.379,0.11,0.127207113952436,"10","Tmc7"
"Aig1",1.26750822147098e-05,0.799413639110996,0.931,0.572,0.129159087767893,"10","Aig1"
"App",1.27483156764841e-05,0.631390215929201,1,0.959,0.129905336743373,"10","App"
"Agfg1",1.27866997022606e-05,0.958003081117557,0.862,0.516,0.130296469966036,"10","Agfg1"
"Sel1l33",1.30633065646914e-05,1.38999831228256,0.621,0.274,0.133115093894205,"10","Sel1l3"
"Atp6v0a12",1.32549229662133e-05,0.805510974022994,0.931,0.558,0.135067665025713,"10","Atp6v0a1"
"Arid3a",1.34098198075763e-05,1.31147794427196,0.483,0.16,0.136646063839203,"10","Arid3a"
"Sez6l22",1.3606252494966e-05,1.21070017418208,0.552,0.198,0.138647712923704,"10","Sez6l2"
"Jph43",1.3666430890699e-05,1.34366481833086,0.69,0.326,0.139260930776222,"10","Jph4"
"Adam232",1.45687785322241e-05,0.982855196810586,0.828,0.46,0.148455853243364,"10","Adam23"
"Tgfbr32",1.47944044281927e-05,0.705321221281677,0.966,0.529,0.150754981123283,"10","Tgfbr3"
"Lrrn23",1.48656220770627e-05,1.20559689669635,0.552,0.198,0.151480688965269,"10","Lrrn2"
"Plekhh1",1.51309515155499e-05,1.718741737044,0.345,0.096,0.154184395943454,"10","Plekhh1"
"Prex13",1.52353238154091e-05,1.29651567571435,0.621,0.261,0.155247949679019,"10","Prex1"
"Mast12",1.54271901112826e-05,1.24832042889914,0.586,0.228,0.15720306723397,"10","Mast1"
"Ubxn2a",1.5566459319569e-05,1.3233683553221,0.517,0.184,0.158622220466408,"10","Ubxn2a"
"Cemip1",1.56316582058701e-05,1.30033738666676,0.448,0.145,0.159286597117817,"10","Cemip"
"Tmcc2",1.58876755095969e-05,1.18059814239266,0.586,0.223,0.161895413442792,"10","Tmcc2"
"Gramd1b3",1.60508363071563e-05,1.18059814239266,0.828,0.453,0.163558021969923,"10","Gramd1b"
"Gpi12",1.62105134432697e-05,1.14992054411366,0.759,0.393,0.165185131986918,"10","Gpi1"
"Lamb13",1.65520974725216e-05,0.850031004277061,0.862,0.482,0.168665873244995,"10","Lamb1"
"Slc44a21",1.67691144160494e-05,1.3212970053024,0.586,0.235,0.170877275899544,"10","Slc44a2"
"Xkr42",1.6772850934063e-05,0.711228666122539,0.966,0.872,0.170915351018102,"10","Xkr4"
"Dpysl32",1.6833891103415e-05,0.657002307622238,1,0.909,0.171537350343799,"10","Dpysl3"
"Sybu1",1.77979202142652e-05,1.24863236970792,0.69,0.336,0.181360806983362,"10","Sybu"
"Mmp151",1.79800468134267e-05,1.5986786612365,0.414,0.132,0.183216677028818,"10","Mmp15"
"Sema4f",1.82307735980598e-05,1.7991432436382,0.31,0.081,0.185771582964229,"10","Sema4f"
"Pcdh171",1.85044737562687e-05,1.45402292349885,0.897,0.588,0.188560587576378,"10","Pcdh17"
"Cdk5",1.86174698473476e-05,1.7783846834714,0.345,0.099,0.189712017744472,"10","Cdk5"
"Reep22",2.0058933425776e-05,1.70686338609008,0.379,0.116,0.204400531608657,"10","Reep2"
"Ppfia23",2.02491336967609e-05,1.06071478771325,0.966,0.852,0.206338672369993,"10","Ppfia2"
"Ogfrl1",2.17206634167834e-05,1.62689693028576,0.414,0.136,0.221333560217023,"10","Ogfrl1"
"Cyfip23",2.19401753916465e-05,0.971596079395903,0.828,0.473,0.223570387240878,"10","Cyfip2"
"Acadl1",2.1986946811864e-05,1.46383611894964,0.414,0.131,0.224046988012894,"10","Acadl"
"Epha102",2.36997437151069e-05,1.53407748570651,0.448,0.155,0.241500388456939,"10","Epha10"
"Anxa71",2.37117158814573e-05,1.72549910321931,0.345,0.099,0.24162238483205,"10","Anxa7"
"Adcy12",2.43340477824875e-05,1.2835477287029,0.586,0.237,0.247963946903548,"10","Adcy1"
"Myo5a",2.5305581446579e-05,0.64516333833292,1,0.825,0.25786387494064,"10","Myo5a"
"Tln23",2.57880780424006e-05,0.680723857540924,1,0.663,0.262780515252062,"10","Tln2"
"Cdh42",2.59997305979606e-05,0.665318035625525,1,0.806,0.264937254793219,"10","Cdh4"
"Zdhhc81",2.60748512006812e-05,1.55231660399155,0.379,0.115,0.265702733734942,"10","Zdhhc8"
"Aplp21",2.67507986872201e-05,0.7535400412654,0.966,0.579,0.272590638622773,"10","Aplp2"
"9430041J12Rik2",2.71340567217257e-05,1.89225264802968,0.31,0.085,0.276496037994385,"10","9430041J12Rik"
"Car102",2.77506772824831e-05,1.18278846929247,0.862,0.632,0.282779401508503,"10","Car10"
"Camk1",2.79601949278606e-05,1.71253213617677,0.379,0.119,0.284914386314899,"10","Camk1"
"Snap253",2.82086582452572e-05,1.16932046884436,0.759,0.426,0.287446227519171,"10","Snap25"
"Fbh1",2.82208663880872e-05,1.12705337313453,0.621,0.253,0.287570628494609,"10","Fbh1"
"Bicdl12",2.86605404257421e-05,1.03248596453519,0.655,0.266,0.292050906938312,"10","Bicdl1"
"Atp2c1",3.06864204120412e-05,0.733069400918373,0.966,0.616,0.3126946239987,"10","Atp2c1"
"Khdrbs23",3.27411100207795e-05,0.864479545385336,0.966,0.836,0.333631911111743,"10","Khdrbs2"
"Crtac13",3.29485479477915e-05,1.786652299455,0.483,0.187,0.335745703587995,"10","Crtac1"
"Ppp1r14c2",3.29925769899761e-05,1.64864877214479,0.483,0.185,0.336194359527856,"10","Ppp1r14c"
"Eya12",3.31903092911469e-05,1.42749640913433,0.724,0.437,0.338209251676787,"10","Eya1"
"Dync1i2",3.37069082832984e-05,0.707703872592671,1,0.794,0.343473395406811,"10","Dync1i2"
"5330434G04Rik3",3.46336821722413e-05,0.782254229933053,0.897,0.557,0.352917221335139,"10","5330434G04Rik"
"Pcmtd2",3.56845159443219e-05,0.999275079642617,0.724,0.347,0.36362521747264,"10","Pcmtd2"
"Syt12",3.65123282220828e-05,0.596494049844773,1,0.894,0.372060624583024,"10","Syt1"
"Ablim33",3.70000478205263e-05,0.998342175890795,0.759,0.368,0.377030487291163,"10","Ablim3"
"Dgkh",3.71034438524473e-05,0.815571285425576,0.897,0.556,0.378084092856438,"10","Dgkh"
"Tmtc1",3.71183439151554e-05,0.928606571746053,0.793,0.444,0.378235924495433,"10","Tmtc1"
"Sidt2",3.72588300746932e-05,1.74527637165946,0.31,0.086,0.379667478461124,"10","Sidt2"
"Hivep21",3.93618700447797e-05,0.768645680271132,1,0.8,0.401097455756305,"10","Hivep2"
"Spire22",3.95430331921391e-05,1.3202919930424,0.448,0.153,0.402943508227898,"10","Spire2"
"Sh3gl32",4.20284078382923e-05,1.26381151064164,0.552,0.224,0.428269475872198,"10","Sh3gl3"
"Insyn2b2",4.26004096930273e-05,1.62822293685052,0.517,0.218,0.434098174771949,"10","Insyn2b"
"4930447C04Rik1",4.45341289269065e-05,1.43360391753022,0.448,0.16,0.453802773765177,"10","4930447C04Rik"
"Kif13b",4.49423580216166e-05,1.06329818936591,0.862,0.498,0.457962628240274,"10","Kif13b"
"Gnao13",4.52205460149607e-05,0.63063462531245,1,0.844,0.460797363892449,"10","Gnao1"
"Sema4d1",4.53955212718365e-05,1.44926108717983,0.483,0.184,0.462580361760014,"10","Sema4d"
"Slc5a7",4.62106707089723e-05,1.80437989200435,0.276,0.072,0.470886734524428,"10","Slc5a7"
"Polr1d",4.63597242514198e-05,1.03925125262248,0.586,0.228,0.472405590121967,"10","Polr1d"
"Pcolce2",4.66080220241965e-05,2.22548339198254,0.276,0.073,0.474935744426562,"10","Pcolce2"
"Mturn2",4.68836146008775e-05,1.31345288645701,0.483,0.177,0.477744032782942,"10","Mturn"
"Dpyd2",4.73562103709113e-05,0.622910838326629,0.897,0.63,0.482559783679586,"10","Dpyd"
"Plce13",4.81692708151617e-05,0.821674966454238,0.897,0.54,0.490844869606498,"10","Plce1"
"Acot71",4.99288405377609e-05,1.29243218858141,0.621,0.281,0.508774885079783,"10","Acot7"
"Ppp3cc",5.02433330027103e-05,1.05888005937142,0.586,0.232,0.511979563297618,"10","Ppp3cc"
"Tmem50b",5.3899953565666e-05,1.709222658964,0.345,0.106,0.549240526834137,"10","Tmem50b"
"Gfra13",5.40483775788166e-05,0.768924354222334,0.862,0.505,0.550752967528141,"10","Gfra1"
"Gabrb32",5.55231842137635e-05,0.645343206704769,1,0.79,0.56578124713825,"10","Gabrb3"
"Slc41a22",5.60869601857235e-05,1.30828613978225,0.448,0.156,0.571526124292523,"10","Slc41a2"
"Ptpn131",5.62069289337149e-05,0.747936492339063,0.828,0.504,0.572748605834554,"10","Ptpn13"
"Ccdc911",5.67627797238208e-05,1.21145610558051,0.586,0.251,0.578412725385734,"10","Ccdc91"
"Syne12",5.90187752240847e-05,0.99005069821479,0.828,0.527,0.601401319533423,"10","Syne1"
"Tmco3",6.32247025870854e-05,1.1449606937936,0.621,0.265,0.6442597193624,"10","Tmco3"
"Unc5c2",6.40431955564443e-05,0.818430636131767,1,0.939,0.652600162720168,"10","Unc5c"
"Ccdc40",6.49667446101494e-05,1.85781915096581,0.276,0.074,0.662011127577423,"10","Ccdc40"
"Stmn32",6.60273048496738e-05,1.23553705664647,0.655,0.338,0.672818236418176,"10","Stmn3"
"Slit31",7.12041376033981e-05,0.604813581191267,1,0.838,0.725570162178627,"10","Slit3"
"Pitpnm2",7.27826406006375e-05,1.05533326842994,0.69,0.335,0.741655107720496,"10","Pitpnm2"
"Tle12",7.28179061719659e-05,0.626172285616911,0.966,0.712,0.742014463892332,"10","Tle1"
"Smad63",7.38693095707517e-05,0.77654568380762,0.655,0.259,0.75272826452596,"10","Smad6"
"Usp311",7.5995470704257e-05,1.1005348852087,0.655,0.317,0.774393846476379,"10","Usp31"
"Chst9",7.86373125698037e-05,1.45645658858404,0.345,0.107,0.801314215086299,"10","Chst9"
"Dbi2",7.94429688861362e-05,1.21567498959737,0.552,0.225,0.809523852949728,"10","Dbi"
"Actr1b",8.31583363844696e-05,1.24588960264438,0.483,0.181,0.847383447757746,"10","Actr1b"
"Calm1",8.33987651070556e-05,0.770551593097722,1,0.861,0.849833416440897,"10","Calm1"
"Spon12",8.37846134675191e-05,0.983429861243952,0.69,0.321,0.853765211234019,"10","Spon1"
"Trpc12",8.45629188029741e-05,1.2037641269717,0.483,0.179,0.861696142602306,"10","Trpc1"
"Cacna1h2",8.48321207684906e-05,1.28805905688832,0.483,0.185,0.864439310630919,"10","Cacna1h"
"Slc7a7",8.61431019068553e-05,1.91331426355751,0.276,0.076,0.877798208430856,"10","Slc7a7"
"Tmem132a2",8.66322708866866e-05,1.17392600712445,0.586,0.24,0.882782840335336,"10","Tmem132a"
"Rims22",8.67260554729041e-05,0.628975139146884,1,0.866,0.883738505268893,"10","Rims2"
"Nrsn1",8.75635899009838e-05,2.03588090576377,0.31,0.093,0.892272981091025,"10","Nrsn1"
"Ifrd1",8.87430025880182e-05,1.01269042635135,0.586,0.238,0.904291196371905,"10","Ifrd1"
"Ice21",8.99283747422542e-05,1.01142434900736,0.552,0.213,0.91637013862357,"10","Ice2"
"Trappc4",9.07745951327069e-05,1.40725259058327,0.414,0.145,0.924993124402283,"10","Trappc4"
"Shf",9.40660093713229e-05,1.47721514875084,0.414,0.148,0.958532635493781,"10","Shf"
"Tom11",9.5486164475204e-05,1.3641524842642,0.448,0.166,0.973004016002329,"10","Tom1"
"Hsp90aa12",9.54907085838272e-05,0.580885756188325,1,0.924,0.973050320469199,"10","Hsp90aa1"
"Rims12",9.68221104262476e-05,0.771066957754829,0.931,0.828,0.986617305243463,"10","Rims1"
"Tle4",9.81329439819647e-05,0.744547721057422,0.897,0.809,0.99997469917622,"10","Tle4"
"Npr32",0.00010198271682834,1.07953121622226,0.517,0.199,1,"10","Npr3"
"Serpini12",0.000103948354933447,0.854112009634646,0.759,0.375,1,"10","Serpini1"
"Jak11",0.000106900042581766,0.875621973485559,0.828,0.436,1,"10","Jak1"
"Fzd71",0.000106912433256584,1.73228826888195,0.31,0.093,1,"10","Fzd7"
"Plxnd12",0.000110193148686333,1.20491782158807,0.483,0.185,1,"10","Plxnd1"
"Timp33",0.000110576511388859,0.846971768728813,0.759,0.387,1,"10","Timp3"
"Shc11",0.000111446752514886,1.46020872344515,0.345,0.108,1,"10","Shc1"
"Raph1",0.000114319595969831,0.59318441769017,1,0.748,1,"10","Raph1"
"Rhob1",0.00011869813175882,1.12976354552793,0.552,0.229,1,"10","Rhob"
"Gpam1",0.000119552979233959,1.38186727216335,0.414,0.147,1,"10","Gpam"
"Rian1",0.000121044853908445,0.562337636159648,1,0.954,1,"10","Rian"
"Basp12",0.000122179138578067,0.541345486170551,1,0.914,1,"10","Basp1"
"Hecw21",0.000122250488297824,0.592279754973654,0.966,0.705,1,"10","Hecw2"
"Sptbn22",0.000123245375806302,0.939480925538976,0.586,0.236,1,"10","Sptbn2"
"Brsk24",0.000124105807957694,1.16283386291682,0.483,0.183,1,"10","Brsk2"
"Fbxw2",0.00012644403307825,0.91119421168314,0.621,0.259,1,"10","Fbxw2"
"Usp12",0.00012872854868205,1.19342218275024,0.621,0.302,1,"10","Usp12"
"Tub2",0.000130702619484785,1.45645658858404,0.414,0.151,1,"10","Tub"
"Napb2",0.000132375937089389,1.10227429469205,0.586,0.259,1,"10","Napb"
"Asic22",0.000132836234656874,0.785180244980254,0.931,0.741,1,"10","Asic2"
"Map3k53",0.000133325126883151,1.1740094795138,0.586,0.26,1,"10","Map3k5"
"Mapk8ip22",0.0001363606418208,1.21287454541642,0.483,0.187,1,"10","Mapk8ip2"
"Afap1",0.000146141750555869,0.729390618540274,0.931,0.598,1,"10","Afap1"
"Asic12",0.000149116596448004,1.38803144757315,0.414,0.15,1,"10","Asic1"
"Slitrk31",0.000150768495833854,1.67884900992049,0.345,0.115,1,"10","Slitrk3"
"Ak51",0.000155274819655928,1.5227298080032,0.379,0.131,1,"10","Ak5"
"Galnt132",0.000159366567886337,0.88566498799492,0.862,0.563,1,"10","Galnt13"
"Vash13",0.000159489724390023,1.44006215033337,0.414,0.153,1,"10","Vash1"
"Cdipt",0.000159845497191532,1.65027985772372,0.31,0.095,1,"10","Cdipt"
"Als21",0.000160844174259561,1.00693808943452,0.621,0.271,1,"10","Als2"
"Cyth3",0.000162103506567849,0.96766879299591,0.724,0.384,1,"10","Cyth3"
"Snx183",0.000162781091910815,1.01155157640202,0.586,0.248,1,"10","Snx18"
"Eps15",0.00016864092561826,0.71075825787523,0.862,0.515,1,"10","Eps15"
"Clvs13",0.000168888497987158,0.682650580080342,0.897,0.519,1,"10","Clvs1"
"Cabp12",0.00016934412745256,1.60318473998841,0.345,0.115,1,"10","Cabp1"
"Phf242",0.000169831777628153,1.40782181333316,0.414,0.153,1,"10","Phf24"
"Ankrd50",0.000171764554684435,0.963302399389186,0.586,0.248,1,"10","Ankrd50"
"Ankrd13b3",0.000176272176122224,0.894577700975923,0.586,0.24,1,"10","Ankrd13b"
"Mrps36",0.000181993614974583,1.70309655616716,0.276,0.079,1,"10","Mrps36"
"Plec4",0.000185355126059696,1.03649902704181,0.586,0.258,1,"10","Plec"
"Nub1",0.000189818103199176,1.21766972899692,0.448,0.17,1,"10","Nub1"
"Slc6a151",0.000193335363593259,0.971029761413797,0.448,0.174,1,"10","Slc6a15"
"Dync1h1",0.00019434702740622,0.632665142042274,1,0.755,1,"10","Dync1h1"
"Fam135a",0.000196769703865048,0.802670199873517,0.897,0.633,1,"10","Fam135a"
"Pld52",0.000201013085560082,0.984835560938827,0.69,0.39,1,"10","Pld5"
"Plppr13",0.000201302760823121,0.783057877606168,0.862,0.771,1,"10","Plppr1"
"Coa31",0.0002023022150275,1.60274603083469,0.345,0.116,1,"10","Coa3"
"Rasa4",0.00020406597124022,1.7848397056087,0.31,0.1,1,"10","Rasa4"
"Sav1",0.000208580617619357,1.16427583709073,0.448,0.167,1,"10","Sav1"
"Brk1",0.000211330276172296,0.9233330193825,0.552,0.222,1,"10","Brk1"
"Bscl2",0.000211759635132943,1.41581460408669,0.414,0.156,1,"10","Bscl2"
"Map41",0.000213150565413388,0.681802999205967,0.966,0.83,1,"10","Map4"
"Nebl1",0.000214118805890526,0.677315043756949,0.828,0.457,1,"10","Nebl"
"R3hdm4",0.000217104901701494,1.00077710480785,0.517,0.206,1,"10","R3hdm4"
"Fam53b",0.000218458652231806,1.71127048761286,0.276,0.081,1,"10","Fam53b"
"Clmp1",0.000220045121134437,0.607910188577049,0.966,0.85,1,"10","Clmp"
"Bloc1s5",0.000222036976268845,1.47152403667298,0.345,0.115,1,"10","Bloc1s5"
"Fance",0.000227525410900433,1.62226548155412,0.31,0.098,1,"10","Fance"
"Gabarapl1",0.000229417272314705,1.55783360895912,0.345,0.117,1,"10","Gabarapl1"
"Prkar1b2",0.000229661289606848,1.05081778730744,0.586,0.263,1,"10","Prkar1b"
"Micu12",0.00023368182218089,0.59594707071554,0.897,0.499,1,"10","Micu1"
"1500004A13Rik3",0.000244133857644393,0.85044954070033,0.759,0.404,1,"10","1500004A13Rik"
"Stat2",0.000250936871907669,1.25258425521839,0.448,0.176,1,"10","Stat2"
"Cacna1c1",0.000253429616956764,0.554254245570005,1,0.962,1,"10","Cacna1c"
"Ndst42",0.000255495160106778,1.03164592977553,0.621,0.289,1,"10","Ndst4"
"Hmgcs1",0.000255577667990015,0.743978718728459,0.897,0.601,1,"10","Hmgcs1"
"Rb11",0.000260724899743437,0.605501520154267,0.966,0.62,1,"10","Rb1"
"Spata63",0.000274272758946675,0.744878880255683,0.621,0.256,1,"10","Spata6"
"Apba12",0.000276441127165787,0.640946217782891,0.966,0.75,1,"10","Apba1"
"Camk4",0.00027836156337669,0.956382985449395,0.69,0.356,1,"10","Camk4"
"Slc12a9",0.000281025202179729,1.56115396725073,0.31,0.099,1,"10","Slc12a9"
"Rnls1",0.00028398680702507,1.59478474513201,0.31,0.1,1,"10","Rnls"
"Rps6ka21",0.000286731795332904,0.813996207480556,0.69,0.329,1,"10","Rps6ka2"
"E430024I08Rik1",0.000286856166933738,1.12904295461295,0.517,0.22,1,"10","E430024I08Rik"
"Dpysl23",0.000289604463953505,0.535370406954511,0.931,0.864,1,"10","Dpysl2"
"Kif21a3",0.000292954438775048,0.581182498951595,0.966,0.831,1,"10","Kif21a"
"Zfp804a2",0.000299590314692835,0.535767331105949,0.897,0.655,1,"10","Zfp804a"
"Osbpl1a",0.000327070277223125,0.778384683471401,0.759,0.373,1,"10","Osbpl1a"
"Atp6v1e11",0.000328049001760493,0.911295095920857,0.621,0.275,1,"10","Atp6v1e1"
"Abca7",0.000333582054633722,1.53480264030378,0.31,0.1,1,"10","Abca7"
"Sox131",0.000334069612097141,1.48981518553047,0.31,0.1,1,"10","Sox13"
"Acyp21",0.000337104481246082,0.994571955281141,0.655,0.332,1,"10","Acyp2"
"E230016M11Rik1",0.000338346662376578,1.4309214964769,0.414,0.164,1,"10","E230016M11Rik"
"Lama43",0.000338895141049084,0.74873869563738,0.862,0.612,1,"10","Lama4"
"Map1lc3b",0.000346925181051095,1.17974724585317,0.448,0.178,1,"10","Map1lc3b"
"Tubb4a2",0.000347194791465608,1.51427724297238,0.345,0.121,1,"10","Tubb4a"
"Ptpre1",0.000347747533079239,0.888955057929105,0.552,0.23,1,"10","Ptpre"
"Zdhhc22",0.000364674785172417,1.02677231334079,0.621,0.337,1,"10","Zdhhc2"
"Napg1",0.000365756447139873,0.881341873819229,0.621,0.278,1,"10","Napg"
"Znfx1",0.000369250989764859,1.17373981688854,0.414,0.155,1,"10","Znfx1"
"Pomp",0.000370031732060256,1.04658079442097,0.483,0.194,1,"10","Pomp"
"Edil33",0.000374787474637557,0.553819150602868,1,0.848,1,"10","Edil3"
"Snx161",0.000383911579367594,0.940081173120295,0.517,0.212,1,"10","Snx16"
"Pgd1",0.000391409824722728,1.32835176283635,0.379,0.138,1,"10","Pgd"
"Sh3pxd2a4",0.000399465476567208,0.589390739526463,0.966,0.627,1,"10","Sh3pxd2a"
"Srp54c",0.000402344840796434,1.80700536141117,0.276,0.087,1,"10","Srp54c"
"Llph",0.000404515613418158,1.15349599833749,0.448,0.177,1,"10","Llph"
"Sostdc1",0.000406215778392545,1.35052314383497,0.276,0.083,1,"10","Sostdc1"
"Tlcd3a",0.00041394218067071,1.71127048761286,0.276,0.086,1,"10","Tlcd3a"
"Snx8",0.000414974993502424,1.21567498959737,0.414,0.158,1,"10","Snx8"
"Dctn2",0.000419675129835271,0.931882023596781,0.621,0.295,1,"10","Dctn2"
"Fkbp1a",0.00042596212643961,1.04455879683576,0.586,0.278,1,"10","Fkbp1a"
"Ndufv31",0.000431989135783756,1.15947485082691,0.517,0.232,1,"10","Ndufv3"
"Ttbk13",0.00044005279415678,1.05176103352665,0.517,0.225,1,"10","Ttbk1"
"Mid23",0.000440910060951818,0.956382985449395,0.517,0.214,1,"10","Mid2"
"Elavl34",0.000445695522122413,0.541776978634031,1,0.828,1,"10","Elavl3"
"Tmod22",0.000447533381202232,0.798562565409031,0.862,0.519,1,"10","Tmod2"
"Utrn2",0.000451348445179364,0.50574599558051,0.966,0.865,1,"10","Utrn"
"Tom1l1",0.000451658926941324,1.37274588219481,0.345,0.12,1,"10","Tom1l1"
"Bace1",0.000454106665130977,0.871494087862882,0.621,0.284,1,"10","Bace1"
"Acot91",0.000454955588512936,1.30889940017018,0.379,0.14,1,"10","Acot9"
"Mapre21",0.000457236906779547,0.761534514805357,0.828,0.581,1,"10","Mapre2"
"Map7d22",0.000460477265347298,1.11669639210742,0.483,0.202,1,"10","Map7d2"
"Phkg21",0.000462281260229336,1.34126765072164,0.345,0.12,1,"10","Phkg2"
"Pex1",0.00046424967180542,0.873665186904509,0.586,0.259,1,"10","Pex1"
"Spsb42",0.000467280217608731,0.931292004486565,0.552,0.241,1,"10","Spsb4"
"Clic12",0.000472576593057769,1.12378799491319,0.414,0.156,1,"10","Clic1"
"Vstm5",0.000480413310801361,1.64714015019315,0.276,0.086,1,"10","Vstm5"
"Mtus23",0.000480688396946307,1.0697066967042,0.759,0.489,1,"10","Mtus2"
"Gaa",0.00050591908273249,1.35692091503312,0.345,0.121,1,"10","Gaa"
"Xkr62",0.000507141740314684,0.571161140606113,1,0.712,1,"10","Xkr6"
"B4galt52",0.000513492376358214,0.953813625837262,0.517,0.217,1,"10","B4galt5"
"Zfp248",0.000513744294578212,1.02808445080358,0.483,0.199,1,"10","Zfp248"
"Trim462",0.000529920701376623,1.07421947574325,0.483,0.203,1,"10","Trim46"
"Tmtc22",0.000537512797467448,0.577767663374057,1,0.953,1,"10","Tmtc2"
"Epb41l4b1",0.000538446506640486,1.02186239921699,0.621,0.31,1,"10","Epb41l4b"
"Eml2",0.000539953661870208,1.13516278477785,0.414,0.159,1,"10","Eml2"
"Pdlim1",0.000540697198672998,1.49827676427867,0.276,0.086,1,"10","Pdlim1"
"Mamld12",0.000541563721536753,1.08561889321573,0.586,0.294,1,"10","Mamld1"
"Arhgef262",0.000548315113523583,0.840905768029459,0.586,0.258,1,"10","Arhgef26"
"Pus7",0.000550052360034528,0.869071425596026,0.552,0.239,1,"10","Pus7"
"Kif5c3",0.000557899682161607,0.501702781184101,1,0.845,1,"10","Kif5c"
"Chmp7",0.000559178028905183,1.33092570650018,0.345,0.122,1,"10","Chmp7"
"Wdr37",0.00056441226422246,0.625737673460924,0.862,0.501,1,"10","Wdr37"
"Lhfpl32",0.00056537626765825,0.93331413702911,0.724,0.399,1,"10","Lhfpl3"
"Gdap1l12",0.000570443555435546,1.45645658858404,0.345,0.125,1,"10","Gdap1l1"
"Acvr2a1",0.000577636032566759,0.573075164158352,1,0.681,1,"10","Acvr2a"
"Fasn2",0.000579340186000392,0.958466299949884,0.586,0.27,1,"10","Fasn"
"Lingo22",0.000596387118175449,0.643504394555344,1,0.876,1,"10","Lingo2"
"Dennd4a",0.000602496351549355,0.717490274947606,0.793,0.429,1,"10","Dennd4a"
"Ttc21b",0.000607901646621422,0.820868014792914,0.655,0.316,1,"10","Ttc21b"
"Prmt84",0.000613491021891153,1.21360006468787,0.448,0.187,1,"10","Prmt8"
"Ppp2r2a",0.000629640920898392,0.633726440639518,0.828,0.547,1,"10","Ppp2r2a"
"Hcn11",0.000630032197920821,1.106408429454,0.552,0.275,1,"10","Hcn1"
"Fuca11",0.000633061775853283,1.21941739128319,0.379,0.141,1,"10","Fuca1"
"Tars",0.000639353821252101,1.33052941614172,0.379,0.145,1,"10","Tars"
"Mctp11",0.00064056546985616,1.0609718867266,0.517,0.25,1,"10","Mctp1"
"Frmpd32",0.000640940464550757,1.05658796777635,0.448,0.18,1,"10","Frmpd3"
"Rgs32",0.000641107151677455,0.74024955458463,0.621,0.281,1,"10","Rgs3"
"Crnkl1",0.000641474221632517,1.23878271615012,0.414,0.163,1,"10","Crnkl1"
"C2cd51",0.000643542513948924,0.554423556624822,0.931,0.684,1,"10","C2cd5"
"Entrep22",0.000653552998042915,0.906039599759756,0.828,0.525,1,"10","Entrep2"
"Adcy91",0.000657477390576793,0.688230246214795,0.724,0.362,1,"10","Adcy9"
"Tiprl",0.000667045251414793,0.965153195077128,0.483,0.2,1,"10","Tiprl"
"Hectd4",0.000669848997163099,0.566251834890411,0.931,0.763,1,"10","Hectd4"
"Stk401",0.000677189997039916,1.11000617456261,0.448,0.184,1,"10","Stk40"
"Dnajb121",0.000678061279456606,1.05533326842994,0.483,0.206,1,"10","Dnajb12"
"Gpr1582",0.000683610874880398,0.801900729669407,0.69,0.376,1,"10","Gpr158"
"Ndfip11",0.00068776405401678,0.674347617685546,0.828,0.531,1,"10","Ndfip1"
"Lrrk11",0.00068848473184646,0.84652155963142,0.517,0.22,1,"10","Lrrk1"
"Atp1b13",0.000690838023879513,0.960619978335866,0.655,0.343,1,"10","Atp1b1"
