"","orig.ident","nCount_RNA","nFeature_RNA","percent.mt","nCount_SCT","nFeature_SCT","SCT_snn_res.0.9","seurat_clusters","RNA_snn_res.1","celltype","Size_Factor","Pseudotime","State"
"41x16_3","41_8",29623.3139321109,6875,0.277562013013731,20522,6155,"21","Spall 1","5","Spall 1",0.922971511143296,29.7973209050811,"1"
"41x4_3","41_8",39259.001189514,7062,0.228037225681023,20743,6119,"20","Dpall 1","13","Dpall 1",1.22500055035292,25.9258314860593,"13"
"41x5_3","41_8",13704.974139867,4949,0.260916215173952,18735,4918,"20","Dpall 1","13","Dpall 1",0.426866448720232,20.3677067217642,"4"
"47x3_3","41_8",39881.2982704377,7121,0.249325521352069,20832,6110,"20","Dpall 1","13","Dpall 1",1.24481451214504,20.3941966185283,"4"
"47x9_3","41_8",24034.3142262606,6129,0.177356175887511,20429,5691,"20","Dpall 1","13","Dpall 1",0.748772451190312,20.1758418726558,"4"
"47x13_3","41_8",44251.330898601,7708,0.296418512030217,20786,6383,"21","Spall 2","17","Spall 2",1.37881863529874,25.2062800865678,"2"
"47x2_3","41_8",24513.1372841243,5837,0.169988676625261,20475,5560,"20","Dpall 2","15","Dpall 2",0.765089831489706,26.8922287587594,"13"
"47x17_3","41_8",54963.6094983931,8103,0.209027343119875,19883,5599,"21","Spall 3","18","Spall 3",1.71367143951217,33.5650363627413,"1"
"47x14_3","41_8",35730.8574500032,7139,0.295857113677758,20730,6414,"21","Spall 1","5","Spall 1",1.11348795139567,25.2115448186939,"2"
"47x10_3","41_8",41526.8815095415,7113,0.134143791704938,20732,5854,"20","Dpall 1","13","Dpall 1",1.29584570149835,20.4184389190997,"4"
"47x15_3","41_8",40896.937299192,7561,0.213221705914113,20789,6522,"21","Spall 1","5","Spall 1",1.27492921401033,25.1577892067444,"2"
"47x16_3","41_8",43944.4118873629,7653,0.267847134093496,20700,6369,"21","Spall 3","18","Spall 3",1.36927391284562,27.7212730210722,"1"
"47x4_3","41_8",10737.9386169039,4664,0.283894678929278,18983,4756,"20","Dpall 1","13","Dpall 1",0.334726801276746,20.2480900988296,"4"
"46x3_3","41_8",38285.5524977025,7065,0.207501637296501,20844,6213,"20","Dpall 1","13","Dpall 1",1.19331081177919,20.4673267920057,"4"
"46x13_3","41_8",38104.2675221931,7337,0.230914549986804,20850,6506,"21","Spall 1","5","Spall 1",1.18845969871721,25.1370049158051,"2"
"46x2_3","41_8",22219.5387034637,5746,0.243928914468915,20096,5537,"20","Dpall 2","15","Dpall 2",0.694937696495981,26.8701507123934,"13"
"46x17_3","41_8",44199.4185338319,7656,0.242841764935866,20669,6232,"21","Spall 1","5","Spall 1",1.37853512869123,29.2235346416887,"1"
"46x14_3","41_8",30034.4468858463,6562,0.240946682614218,20510,5797,"21","Spall 1","21","Spall 1",0.936390823899168,33.0558270010068,"1"
"46x18_3","41_8",50113.1464971088,7978,0.298448152422911,20350,6037,"21","Spall 1","5","Spall 1",1.56208990669232,29.5584999168253,"1"
"46x15_3","41_8",36598.8648979212,7022,0.281317863572024,20766,6235,"21","Spall 1","21","Spall 1",1.14155510554,34.7974216512793,"1"
"46x16_3","41_8",38351.5302886494,7225,0.359221172130854,20803,6343,"21","Spall 1","21","Spall 1",1.19532685876599,33.0687125448407,"1"
"46x4_3","41_8",12492.4885121721,4985,0.263185436318873,19053,4992,"20","Dpall 1","13","Dpall 1",0.389790084603657,20.3279780448797,"4"
"46x20_3","41_8",40449.6763712959,7418,0.184755960115744,20758,6407,"21","Spall 1","5","Spall 1",1.26232892034284,35.2572644313946,"1"
"46x19_3","41_8",52963.1678025336,8169,0.311574270548649,20100,5892,"21","Spall 3","18","Spall 3",1.64953594474467,31.5529935876668,"1"
"38x9_3","41_8",33752.0151016069,6958,0.25906171999046,20589,6206,"20","Dpall 1","13","Dpall 1",1.05196701756418,20.2910600033446,"4"
"38x13_3","41_8",30295.7722057847,6863,0.342603685258954,20508,6178,"21","Spall 1","21","Spall 1",0.944801519922214,34.0869280216739,"1"
"38x12_3","41_8",34251.4110638784,7182,0.300110436813147,20551,6468,"21","Spall 2","17","Spall 2",1.06667786042097,25.102336450277,"2"
"38x14_3","41_8",23826.9161967952,5897,0.258275310516639,20292,5436,"14","Spall 1","21","Spall 1",0.744015840330837,35.8949516067206,"1"
"38x6_3","41_8",29924.2327441957,6264,0.248515901971322,20601,5652,"20","Dpall 2","15","Dpall 2",0.93365026002649,26.9616307063351,"13"
"38x7_3","41_8",47130.0090664313,7531,0.282473808923122,20528,5801,"20","Dpall 1","13","Dpall 1",1.47130479081809,24.5195776740999,"13"
"38x10_3","41_8",15246.9942309146,5521,0.428104616897785,19061,5425,"20","Spall 2","17","Spall 2",0.475755588150075,18.0522177791494,"4"
"38x11_3","41_8",21936.1692968279,6196,0.371393321381719,20029,5906,"20","Spall 2","17","Spall 2",0.68347142925857,25.055419346011,"2"
"38x5_3","41_8",7490.44018319373,3668,0.300761301300578,18541,4402,"20","Dpall 2","15","Dpall 2",0.234050454873539,27.2180597587738,"13"
"38x8_3","41_8",46117.3422753029,7559,0.26033833332695,20594,5923,"20","Dpall 1","13","Dpall 1",1.43939454710518,20.2425863928548,"4"
"40x13_3","41_8",32816.6245445051,6903,0.348230640923938,20478,6183,"21","Spall 1","21","Spall 1",1.02232482671142,34.0755500808975,"1"
"40x12_3","41_8",34212.2317215896,7123,0.263067732977573,20604,6402,"21","Spall 2","17","Spall 2",1.06636285307928,25.202130673075,"2"
"40x14_3","41_8",23411.3316493791,5927,0.266209688662755,20247,5481,"21","Spall 1","21","Spall 1",0.729683006284072,35.6153269749037,"1"
"40x6_3","41_8",30163.2794877071,6709,0.24768523408074,20740,6135,"20","Dpall 1","13","Dpall 1",0.940076409796907,19.8728755279565,"4"
"40x7_3","41_8",17695.3079436654,5785,0.240967208412445,19148,5633,"20","Dpall 1","13","Dpall 1",0.550853338408287,17.9822887521561,"4"
"40x11_3","41_8",7646.20583447384,4242,0.3543439570258,18039,4774,"21","Spall 2","17","Spall 2",0.23770454003711,25.2060226644605,"2"
"40x15_3","41_8",31224.6675009409,6524,0.264670222863664,20349,5749,"14","Spall 1","21","Spall 1",0.974254706369961,35.8890828462458,"1"
"40x4_3","41_8",33917.929343605,6592,0.251310970356336,20373,5797,"20","Dpall 2","15","Dpall 2",1.05918068568881,26.7736696135854,"13"
"40x5_3","41_8",20905.2816336634,5831,0.214645087421034,19824,5573,"20","Dpall 1","13","Dpall 1",0.651120175267301,20.3722590218331,"4"
"43x3_3","41_8",42001.0781562862,7082,0.256096167407395,20570,5821,"20","Dpall 2","15","Dpall 2",1.31137556344353,26.8068806598124,"13"
"43x13_3","41_8",32230.7914216403,7114,0.270034125188089,20527,6416,"21","Spall 1","5","Spall 1",1.00282587226098,25.3910595616233,"2"
"43x12_3","41_8",8453.45449272915,4483,0.244651809824679,18472,4824,"7","Spall 2","17","Spall 2",0.26290512737208,25.0679815739033,"2"
"43x24_3","41_8",48949.2273098194,7579,0.181152816218511,20203,5564,"21","Spall 1","21","Spall 1",1.52668308148668,35.4503500481697,"1"
"43x27_3","41_8",50791.9384531146,7866,0.254855289688299,20129,5762,"21","Spall 1","5","Spall 1",1.58432942501543,34.6781465598205,"1"
"43x17_3","41_8",50194.7000559385,7958,0.283368935953015,20320,5957,"21","Spall 1","5","Spall 1",1.564830470565,29.7972974708286,"1"
"43x14_3","41_8",33406.1838714844,6990,0.226425334637376,20582,6253,"21","Spall 1","5","Spall 1",1.04072125546595,25.1115458862417,"2"
"43x18_3","41_8",61006.7735994972,8195,0.223384219805895,19646,5293,"21","Spall 1","21","Spall 1",1.90292785039779,35.0652887347715,"1"
"43x15_3","41_8",45613.4224188442,7812,0.247702542098464,20634,6330,"21","Spall 1","5","Spall 1",1.42137612716068,27.7858338518748,"1"
"43x16_3","41_8",47427.4281850657,7801,0.286498262791053,20514,6111,"21","Spall 1","5","Spall 1",1.47757343691766,28.8959343484833,"1"
"43x4_3","41_8",51321.6423308616,7751,0.255173975116936,20382,5692,"20","Dpall 1","13","Dpall 1",1.60272585376996,20.3929372193265,"4"
"43x25_3","41_8",53581.0967135069,7922,0.207624483178675,19990,5548,"12","Spall 3","18","Spall 3",1.67146045572609,33.8210902921079,"1"
"43x5_3","41_8",5832.15786349012,3559,0.0842369453787785,17654,4810,"20","Dpall 1","13","Dpall 1",0.180845714862582,21.0195103400501,"4"
"43x26_3","41_8",52685.878008035,8118,0.277579715783334,20133,5867,"21","Spall 3","18","Spall 3",1.6433618008476,30.5165717659262,"1"
"58x9_3","41_8",23711.4222684025,5843,0.161460473856594,20304,5483,"20","Dpall 2","15","Dpall 2",0.740582260306447,27.170523929247,"13"
"58x6_3","41_8",23180.4201953055,5905,0.171592295758933,20279,5597,"20","Dpall 2","15","Dpall 2",0.722847346969461,26.9166114980258,"13"
"58x7_3","41_8",45280.1362034134,7277,0.214474691074566,20461,5748,"20","Dpall 2","15","Dpall 2",1.41334343994765,26.7772152862784,"13"
"58x8_3","41_8",36557.0596824234,6844,0.197007902693238,20591,6046,"20","Dpall 2","15","Dpall 2",1.14089359012245,26.7561823385948,"13"
"32x13_3","41_8",43991.5917057711,7557,0.345633385591452,20533,6138,"20","Spall 2","17","Spall 2",1.37210897892081,33.2095586582169,"1"
"32x12_3","41_8",41669.8432624031,7159,0.254626449211044,20548,5913,"15","Dpall 2","15","Dpall 2",1.30019280281364,36.0850829773591,"1"
"32x14_3","41_8",27948.9772383161,6476,0.225139810067119,20665,5914,"20","Spall 2","17","Spall 2",0.871278806372438,35.3350215074736,"1"
"32x11_3","41_8",23894.6158018853,5969,0.233023611792701,20391,5655,"15","Dpall 2","15","Dpall 2",0.74565387850761,36.2092360633739,"1"
"32x15_3","41_8",33078.461163601,6648,0.204891245923988,20442,5821,"15","Dpall 2","15","Dpall 2",1.0328145711896,36.2723617736042,"1"
"39x9_3","41_8",19353.7920365818,5876,0.303509153447935,19573,5641,"20","Dpall 1","13","Dpall 1",0.602798049052495,19.2682485099796,"4"
"39x13_3","41_8",35911.7361943677,6987,0.309406236949608,20610,6240,"21","Spall 1","21","Spall 1",1.12032361071028,34.7803114572896,"1"
"39x12_3","41_8",35333.3526748865,7249,0.268051799037198,20664,6532,"21","Spall 2","17","Spall 2",1.1010766621332,25.2549419218842,"2"
"39x14_3","41_8",22279.7459582245,5785,0.281921946283375,20062,5388,"14","Spall 1","21","Spall 1",0.694339182546776,35.708988802591,"1"
"39x6_3","41_8",38070.0853467421,7014,0.224839298666137,20768,6174,"20","Dpall 1","13","Dpall 1",1.18811319064135,20.4403940289906,"4"
"39x7_3","41_8",42462.7804383833,7431,0.259397488119242,20832,6251,"20","Dpall 1","13","Dpall 1",1.32375535197183,20.212775973824,"4"
"39x10_3","41_8",6402.00541681569,3944,0.17533778797452,17834,4904,"20","Dpall 1","13","Dpall 1",0.198738131870411,17.9892540736361,"4"
"39x11_3","41_8",12492.8645604475,5058,0.441446055679794,19180,5064,"20","Spall 2","17","Spall 2",0.389695582401151,24.8271492790081,"2"
"39x4_3","41_8",16899.5191673712,5423,0.260717838484643,19253,5331,"20","Dpall 2","15","Dpall 2",0.527227787781752,34.9010967288173,"1"
"39x5_3","41_8",19361.5419310889,5334,0.285290995225532,19604,5128,"20","Dpall 2","15","Dpall 2",0.603806072545894,26.8675296981896,"13"
"39x8_3","41_8",23219.9862154669,6252,0.379084088931424,20319,5927,"20","Spall 2","17","Spall 2",0.723099352842811,19.2509934529755,"4"
"31x13_3","41_8",39740.835652453,7079,0.253830848926008,20651,6072,"15","Dpall 2","15","Dpall 2",1.24100292331062,36.2698833460535,"1"
"31x12_3","41_8",29895.4513416648,6540,0.237952046230065,20580,5883,"15","Dpall 2","15","Dpall 2",0.931980721115548,36.1061023501534,"1"
"31x14_3","41_8",23754.518121217,6079,0.19428830143321,20334,5678,"15","Dpall 2","15","Dpall 2",0.741810788939027,36.2478204068319,"1"
"42x3_3","41_8",23914.1327921641,5709,0.282554047282499,20371,5365,"20","Dpall 2","15","Dpall 2",0.746787904937683,27.3663906169815,"13"
"42x13_3","41_8",31123.0157577598,6926,0.193946236880402,20457,6243,"21","Spall 2","17","Spall 2",0.968836580092942,25.4373876835374,"2"
"42x12_3","41_8",12640.8314238615,5145,0.336174969007416,19108,5139,"21","Spall 2","17","Spall 2",0.394389191792289,25.2731551051574,"2"
"42x24_3","41_8",34667.6377687789,7050,0.233957836514632,20600,6238,"21","Spall 1","5","Spall 1",1.08038067978436,35.2468194637187,"1"
"42x17_3","41_8",31301.2101468457,7079,0.2836445336009,20450,6317,"21","Spall 1","5","Spall 1",0.97403420123078,29.4127559503341,"1"
"42x14_3","41_8",23178.719582433,6255,0.27195726832219,20261,5864,"21","Spall 2","17","Spall 2",0.721713320539388,25.1172872732548,"2"
"42x18_3","41_8",40936.1039017133,7401,0.306346449145811,20687,6351,"21","Spall 1","21","Spall 1",1.27540172502286,35.1671261390249,"1"
"42x15_3","41_8",32401.3304872548,7113,0.332818420404782,20525,6379,"21","Spall 2","17","Spall 2",1.00950402790475,29.7147437011442,"1"
"42x16_3","41_8",29106.3975574393,6933,0.280885291532703,20698,6279,"21","Spall 1","5","Spall 1",0.906685631578071,29.3054707486421,"1"
"42x4_3","41_8",42281.7109777101,7222,0.226220635209089,20723,5974,"20","Dpall 1","13","Dpall 1",1.31978625946658,21.0049564324738,"4"
"42x25_3","41_8",41424.1505874215,7413,0.182180857347973,20802,6278,"21","Spall 1","5","Spall 1",1.2913725972464,31.1423958576275,"1"
"42x5_3","41_8",8166.92386105611,4066,0.275047598603515,18310,4588,"20","Dpall 1","13","Dpall 1",0.254966942361564,20.2742029405388,"4"
"42x26_3","41_8",43545.2721051322,7777,0.180471396733787,20721,6512,"21","Spall 2","17","Spall 2",1.35689412431732,30.0928331262724,"1"
"27x32_4","50_1",31695.0438050844,6784,0.522182748762916,28135,6693,"9","Dpall 2","15","Dpall 2",0.979893337786161,8.66402633797029,"9"
"27x31_4","50_1",62704.7253028201,8240,0.361705609176408,28908,7433,"12","Spall 2","17","Spall 2",1.95685710729463,7.45424577050217,"9"
"27x21_4","50_1",48064.4585029628,7445,0.329175428024916,29710,7232,"20","Dpall 1","13","Dpall 1",1.49458383336877,7.69738404402302,"9"
"24x24_4","50_1",52579.6582375077,7506,0.374015382413677,29769,7244,"20","Dpall 1","13","Dpall 1",1.6335965732553,7.88603604501119,"9"
"24x32_4","50_1",35590.9762529167,6873,0.543208420663976,28369,6811,"5","Dpall 2","15","Dpall 2",1.09868260633638,8.22690975161127,"9"
"24x31_4","50_1",61320.1821191294,7955,0.260667609120225,28999,7343,"20","Spall 2","17","Spall 2",1.91162205302836,7.46210717184974,"9"
"24x23_4","50_1",35168.2140255589,6707,0.511835069700873,28253,6668,"20","Dpall 2","15","Dpall 2",1.08450727596046,8.25530112273737,"9"
"24x25_4","50_1",60107.6074853596,7850,0.374385911734895,29122,7327,"20","Dpall 1","13","Dpall 1",1.87230913678581,7.73433821564875,"9"
"24x26_4","50_1",72628.7060634335,8274,0.300089063714607,28930,6921,"20","Dpall 1","13","Dpall 1",2.26808436088152,7.68679891836954,"9"
"37x24_4","50_1",13192.6853326808,4908,0.183121354609315,26892,5356,"21","Spall 1","5","Spall 1",0.404374924523771,0.466985709473129,"10"
"37x28_4","50_1",9401.09810299469,4376,0.199136037663099,26629,5757,"21","Spall 1","5","Spall 1",0.285239147897698,0,"10"
"37x27_4","50_1",16486.2227386399,5431,0.247163238926317,27346,5504,"21","Spall 3","18","Spall 3",0.507571329660475,0.443549773628463,"10"
"37x34_4","50_1",13306.15913843,5125,0.0947898948584505,26914,5495,"21","Spall 1","5","Spall 1",0.407461996472305,1.31002703968384,"10"
"37x22_4","50_1",16816.1553974493,5298,0.314244747121379,27443,5356,"19","Spall 3","18","Spall 3",0.51897459542955,2.91219166349402,"10"
"37x23_4","50_1",17964.3977441452,5590,0.235407143354219,27802,5608,"7","Spall 3","18","Spall 3",0.552806383926748,0.981732049989665,"10"
"37x25_4","50_1",19640.2351713817,5609,0.346738597641199,28147,5592,"21","Spall 3","18","Spall 3",0.606672639355247,0.547009815577385,"10"
"37x26_4","50_1",22404.3980523573,5963,0.291922168731089,28206,5858,"21","Spall 3","18","Spall 3",0.692417637762484,0.754745314609716,"10"
"36x24_4","50_1",13243.5178675126,4840,0.220817558369736,26833,5296,"21","Spall 3","18","Spall 3",0.406831981788931,0.630750527581882,"10"
"36x27_4","50_1",16563.5078434628,5348,0.261678944269814,27329,5419,"21","Spall 3","18","Spall 3",0.510185890596479,0.509310258828752,"10"
"36x23_4","50_1",18261.1706724332,5510,0.309063402989363,27859,5520,"21","Spall 3","18","Spall 3",0.562351106379868,1.1911029243111,"10"
"36x25_4","50_1",21890.4986375104,5886,0.204156913806472,28160,5785,"21","Spall 1","21","Spall 1",0.67613175819726,0.950541501296338,"10"
"36x26_4","50_1",19966.9745306115,5779,0.306099119972836,28183,5753,"21","Spall 3","18","Spall 3",0.617288386770103,0.511064188292893,"10"
"33x33_4","50_1",44859.4652932076,7149,0.315052563439735,29292,6563,"21","Spall 1","21","Spall 1",1.39853809488836,1.52872665608994,"10"
"33x24_4","50_1",36071.2850490242,6708,0.412322854713663,28436,6431,"10","Spall 1","21","Spall 1",1.12271766650711,2.8107084820471,"10"
"33x32_4","50_1",62211.0115673226,7852,0.340839456059109,29045,6918,"21","Spall 1","21","Spall 1",1.94548534225973,1.84805051755799,"10"
"33x30_4","50_1",40386.5525701251,7176,0.263987051014455,28836,6820,"21","Spall 1","5","Spall 1",1.25713129920501,0.593001977214253,"10"
"33x34_4","50_1",66023.3812592389,8133,0.297829808934026,29077,7047,"21","Spall 1","21","Spall 1",2.06588114825255,2.03406334367395,"10"
"33x31_4","50_1",49657.4697769517,7584,0.325336532405868,29574,7016,"21","Spall 1","5","Spall 1",1.54974161889818,0.789848339775939,"10"
"33x35_4","50_1",48550.8742482723,7753,0.276045043170716,29529,7182,"21","Spall 1","5","Spall 1",1.5146813017684,7.2065905489262,"9"
"33x23_4","50_1",46825.864372255,7308,0.393108879912496,29484,6839,"10","Spall 1","21","Spall 1",1.4592085088973,2.83759647448091,"10"
"33x25_4","50_1",57111.319447999,7808,0.376144613277702,28953,7084,"10","Spall 1","21","Spall 1",1.78319355982252,2.81073191629965,"10"
"33x26_4","50_1",74944.8792036628,8514,0.263070790530646,29006,7014,"7","Spall 3","18","Spall 3",2.34387512729144,1.4998342138766,"10"
"26x30_4","50_1",42635.5057093195,7203,0.26390575845503,29036,7025,"12","Spall 2","17","Spall 2",1.32265282627593,7.4883100697606,"9"
"26x22_4","50_1",56506.1418187828,7757,0.297936547434278,29297,7355,"20","Dpall 1","13","Dpall 1",1.76108004443608,7.78661815302836,"9"
"26x31_4","50_1",58138.622492898,7918,0.300835904133919,29187,7434,"12","Spall 2","17","Spall 2",1.81157572130853,7.44661920880056,"9"
"26x21_4","50_1",29284.4946082757,6399,0.427602633646276,27876,6363,"20","Dpall 2","15","Dpall 2",0.901236004566884,8.33770914076121,"9"
"26x23_4","50_1",28219.3770356511,6334,0.378256404953503,27752,6297,"20","Dpall 1","13","Dpall 1",0.868317737360579,8.101130135496,"9"
"35x24_4","50_1",31972.4901220956,6572,0.241713116570028,28168,6338,"21","Spall 3","18","Spall 3",0.994068668162082,0.752058714522777,"10"
"35x27_4","50_1",36673.0186741975,6909,0.30589773776804,28468,6572,"7","Spall 3","18","Spall 3",1.1421536194892,0.782422662076743,"10"
"35x23_4","50_1",48757.3631811762,7520,0.358868954494946,29577,6974,"10","Spall 1","21","Spall 1",1.52016242951376,2.90323588508315,"10"
"35x25_4","50_1",41119.2030226811,7138,0.30523775179038,28951,6744,"21","Spall 1","21","Spall 1",1.28078835056571,1.08234996469285,"10"
"35x26_4","50_1",52201.9032956056,7701,0.295938344931173,29318,7061,"21","Spall 3","18","Spall 3",1.62959598001587,0.908475842600153,"10"
"30x34_4","50_1",64781.327247534,8400,0.306226290640243,29053,7543,"12","Spall 2","17","Spall 2",2.02417417621317,7.64738722983284,"9"
"30x25_4","50_1",66825.5978141979,8337,0.276507690733526,29091,7313,"12","Spall 2","17","Spall 2",2.08843567391735,7.33999980383898,"9"
"25x24_4","50_1",45746.2709798532,7329,0.273874831999078,29458,7148,"20","Dpall 1","13","Dpall 1",1.41951758384472,7.8167765150342,"9"
"25x32_4","50_1",37669.8829839554,6944,0.4403688000434,28461,6835,"12","Spall 2","17","Spall 2",1.1667241921408,7.79890274173468,"9"
"25x22_4","50_1",43622.9672902174,7207,0.623305469277912,29166,7088,"20","Dpall 2","15","Dpall 2",1.35276752814122,8.33760691338012,"9"
"25x31_4","50_1",51749.7941882858,7717,0.416423496033237,29836,7408,"12","Spall 2","17","Spall 2",1.61034903143879,7.7967403108291,"9"
"25x23_4","50_1",59592.1308262974,7865,0.336393100584436,29106,7371,"20","Dpall 1","13","Dpall 1",1.85794480200487,7.68309293334083,"9"
"34x33_4","50_1",30654.6622214932,6742,0.281926580529428,28251,6498,"21","Spall 1","5","Spall 1",0.951070166021788,1.05390953392935,"10"
"34x24_4","50_1",47036.5917935731,7452,0.308041088051341,29546,6944,"21","Spall 3","18","Spall 3",1.46607566894608,0.99852700126502,"10"
"34x27_4","50_1",49279.0743332601,7662,0.305852958957036,29575,7115,"7","Spall 3","18","Spall 3",1.53751933404072,1.41248788599792,"10"
