"","orig.ident","nCount_RNA","nFeature_RNA","percent.mt","nCount_SCT","nFeature_SCT","SCT_snn_res.0.9","seurat_clusters","RNA_snn_res.1","celltype","Size_Factor","Pseudotime","State"
"47x4_2","41_6",34352.4848552664,6596,0.247065517938477,17417,5568,"20","Dpall 1","13","Dpall 1",1.06989093530617,24.0753223117137,"13"
"47x20_2","41_6",34137.20639059,6765,0.253134129858029,17395,5756,"21","Spall 1","5","Spall 1",1.06195275029566,30.7579762244126,"1"
"47x5_2","41_6",20539.4238464889,5548,0.160805263186661,16993,4936,"20","Dpall 1","13","Dpall 1",0.63842537939731,24.5285213750438,"13"
"47x19_2","41_6",42929.9569344584,7082,0.222581394691822,16828,5075,"21","Spall 1","5","Spall 1",1.33767867647441,34.9101322319091,"1"
"47x1_2","41_6",68054.4590556022,7998,0.274723242822299,16598,4935,"20","Dpall 2","15","Dpall 2",2.12532303362891,26.0455619344216,"13"
"47x8_2","41_6",41841.4322529885,6869,0.195906049290133,16859,4922,"20","Dpall 1","13","Dpall 1",1.30346887916718,25.8987676767163,"13"
"59x24_2","41_6",24655.710570084,6113,0.46499974292487,17192,5433,"12","Spall 1","5","Spall 1",0.767357884349853,35.259887251945,"1"
"59x23_2","41_6",55628.0717240613,7651,0.270378769625259,16479,4836,"12","Spall 3","18","Spall 3",1.73329639689927,34.9000323322904,"1"
"59x16_2","41_6",50273.6817024104,7233,0.214427321472225,16299,4416,"12","Spall 3","18","Spall 3",1.56766553664018,35.0723784066478,"1"
"46x3_2","41_6",29364.6522174862,6267,0.307992359158576,17219,5597,"20","Dpall 1","13","Dpall 1",0.914718318791093,24.4916655760865,"13"
"46x9_2","41_6",26185.061244427,5978,0.208472268451829,17128,5258,"20","Spall 2","17","Spall 2",0.815396503957141,25.0721309649648,"2"
"46x13_2","41_6",40143.6243576713,6810,0.229572359631228,16972,5074,"21","Spall 1","5","Spall 1",1.25165017145965,35.2645522142862,"1"
"46x12_2","41_6",40557.1267278854,6740,0.231630809901985,16916,4899,"21","Spall 1","21","Spall 1",1.26443946953215,35.6797059605887,"1"
"46x2_2","41_6",42727.322557606,7055,0.269284232753933,16883,5147,"20","Dpall 1","13","Dpall 1",1.33163053551401,24.9543635279101,"2"
"46x24_2","41_6",26006.4770942518,6206,0.256125497038766,17119,5486,"21","Spall 1","5","Spall 1",0.809820874009278,35.5517836973384,"1"
"46x14_2","41_6",27709.0015440246,6034,0.182449615558972,17114,5307,"21","Spall 1","5","Spall 1",0.863057114754404,35.2932053790119,"1"
"46x6_2","41_6",35653.4397006173,6654,0.224144765723127,17375,5522,"20","Dpall 1","13","Dpall 1",1.11046388091548,24.4532561358599,"13"
"46x22_2","41_6",42045.2709298012,7212,0.274476721155485,16962,5359,"21","Spall 1","5","Spall 1",1.30835149296333,33.9834713835854,"1"
"46x7_2","41_6",46763.1969260686,7301,0.173681332224758,16638,4960,"20","Dpall 1","13","Dpall 1",1.45681445310048,25.2105679004052,"2"
"46x21_2","41_6",37255.1792755686,6996,0.335992436802728,17271,5640,"21","Spall 1","5","Spall 1",1.15913251520614,33.0850244396433,"1"
"46x10_2","41_6",36616.6623992795,6546,0.243685451306519,17156,5223,"12","Spall 1","21","Spall 1",1.14190161361585,34.9035620974174,"1"
"46x11_2","41_6",35872.7154199698,6297,0.273930818716041,17141,4982,"21","Spall 1","21","Spall 1",1.1190005798752,35.7988826824113,"1"
"46x23_2","41_6",37973.1198404038,7021,0.251148517790186,17235,5653,"21","Spall 1","5","Spall 1",1.18203354894679,35.0841980706885,"1"
"46x4_2","41_6",33429.6214542438,6603,0.214104758203231,17411,5699,"20","Dpall 1","13","Dpall 1",1.03987073564339,24.1317779136939,"13"
"46x20_2","41_6",33517.6641540644,6732,0.295483576404791,17404,5778,"21","Spall 1","5","Spall 1",1.04330431566778,34.6173183321433,"1"
"46x5_2","41_6",19587.6583762224,5479,0.216342832934205,16824,4972,"20","Dpall 1","13","Dpall 1",0.609444703962094,24.4518569709665,"13"
"46x19_2","41_6",38847.4903794468,6716,0.246892936836042,17066,5130,"21","Spall 1","21","Spall 1",1.2103212082303,36.1873745791634,"1"
"46x1_2","41_6",51298.9720532829,7309,0.331979998596557,16328,4711,"20","Dpall 2","15","Dpall 2",1.60052080237815,26.3682313608841,"13"
"46x8_2","41_6",49340.9798819075,7195,0.162654951457346,16480,4585,"20","Spall 2","17","Spall 2",1.53903136928082,25.4048283929086,"2"
"40x8_2","41_6",13617.1750075931,4688,0.421049824943282,15970,4477,"15","Dpall 2","15","Dpall 2",0.424629896594254,36.4536492674291,"1"
"43x3_2","41_6",28735.5970122435,5689,0.239063354450338,16960,4875,"20","Dpall 2","15","Dpall 2",0.897046406922445,27.9444042135191,"13"
"43x9_2","41_6",32680.790490025,6335,0.112965848449081,17314,5466,"20","Spall 2","17","Spall 2",1.01876524375035,25.8604716514427,"13"
"43x2_2","41_6",12482.0840372826,4633,0.38661993511984,15753,4499,"4","Dpall 2","15","Dpall 2",0.388813561844427,35.4001153956406,"1"
"43x6_2","41_6",40900.1062370864,6909,0.261134721347303,17002,5177,"20","Dpall 1","13","Dpall 1",1.27442520226363,25.2133936070218,"2"
"43x7_2","41_6",62950.0897664049,7856,0.213354227582046,16544,4886,"20","Spall 2","17","Spall 2",1.96287374752086,25.1997245071059,"2"
"43x10_2","41_6",37545.1073907199,6444,0.240431193362089,17060,5024,"20","Dpall 2","15","Dpall 2",1.17154380446861,35.8409458123656,"1"
"43x4_2","41_6",35038.3048903281,6235,0.280189806255706,17120,5005,"20","Dpall 2","15","Dpall 2",1.09326448005936,27.3692827984109,"13"
"43x5_2","41_6",20312.6377976339,5377,0.231270373701128,16929,4881,"20","Dpall 1","13","Dpall 1",0.633196257525304,26.3626832207319,"13"
"43x8_2","41_6",60379.5176030914,7721,0.226797603739562,16591,4801,"20","Spall 2","17","Spall 2",1.88541344219999,25.3228944521157,"2"
"58x24_2","41_6",42969.9938601522,7172,0.366355072749515,16757,5170,"21","Spall 1","5","Spall 1",1.33881270290448,35.1905418747384,"1"
"58x23_2","41_6",78827.1021735737,8370,0.333485243253208,16749,5186,"21","Spall 1","5","Spall 1",2.45973482756397,33.6325837407826,"1"
"58x16_2","41_6",59051.2221560208,7470,0.255417921565915,16474,4559,"19","Spall 3","18","Spall 3",1.84276144813555,35.5460151340529,"1"
"58x26_2","41_6",4777.21362544409,3632,0.308396746034871,14349,4311,"0","Spall 1","5","Spall 1",0.145438889656949,18.5723405265238,"5"
"77x51_2","41_6",3932.70722937325,2919,0.620066829566859,14450,4150,"0","Spall 1","5","Spall 1",0.121309327283714,18.7237376629337,"5"
"42x3_2","41_6",13652.214923216,4635,0.286528201574042,15980,4468,"5","Dpall 2","15","Dpall 2",0.42472439879676,36.0561060082284,"1"
"42x9_2","41_6",24577.0012857145,5438,0.281949880416248,17003,4633,"20","Dpall 2","15","Dpall 2",0.76644436305896,27.365831319549,"13"
"42x6_2","41_6",30219.0037232694,5924,0.250268480416535,17150,5170,"20","Dpall 2","15","Dpall 2",0.943383986884622,27.0199538785511,"13"
"42x7_2","41_6",44991.132411432,7015,0.287351675922904,16596,4814,"20","Dpall 2","15","Dpall 2",1.40351521088702,26.209091874047,"13"
"42x10_2","41_6",32384.6924575128,6040,0.276403623327103,17205,5146,"20","Dpall 2","15","Dpall 2",1.01123656828403,36.3453034153458,"1"
"42x4_2","41_6",29178.2695972571,5643,0.162479713566028,16989,4864,"20","Dpall 2","15","Dpall 2",0.910560221880823,28.0029877223318,"13"
"42x5_2","41_6",17320.6203809424,4683,0.312989158875126,16443,4273,"20","Dpall 2","15","Dpall 2",0.540710102005962,27.9693413215436,"13"
"42x8_2","41_6",42986.5420981198,6809,0.316596121474934,16669,4785,"20","Dpall 2","15","Dpall 2",1.34161626824549,26.4050636912696,"13"
"48x3_3","41_8",39887.9746201019,7175,0.224478676573276,20867,6165,"20","Dpall 1","13","Dpall 1",1.24320797470243,20.4464523972618,"4"
"48x9_3","41_8",37584.6183762811,6922,0.135006885487059,20802,6060,"20","Dpall 1","13","Dpall 1",1.17170130813946,20.3965873154492,"4"
"48x2_3","41_8",21044.5245496379,5570,0.280239143730749,19829,5366,"20","Dpall 2","15","Dpall 2",0.657640827240225,27.1607807691748,"13"
"48x10_3","41_8",31253.1358010958,6569,0.201853244636622,20406,5758,"20","Dpall 1","13","Dpall 1",0.974223205635792,25.8209820070052,"13"
"48x4_3","41_8",13204.5458590463,5100,0.294814310679104,18785,5089,"20","Dpall 1","13","Dpall 1",0.410360064015827,20.2599700441383,"4"
"48x8_3","41_8",21718.7660160417,5930,0.256953862096718,19988,5614,"20","Dpall 1","13","Dpall 1",0.676100257463091,20.1758887411609,"4"
"49x3_3","41_8",29740.1867303332,6457,0.185444746485324,20740,5905,"20","Dpall 1","13","Dpall 1",0.92753911759776,24.5119505591244,"13"
"49x9_3","41_8",27081.2682953156,6134,0.12313325283716,20744,5590,"20","Dpall 1","13","Dpall 1",0.84478668893655,25.8016448452073,"13"
"49x13_3","41_8",28724.5449296399,6624,0.38982724869975,20630,6033,"12","Dpall 2","15","Dpall 2",0.895345367277335,35.4175687035825,"1"
"49x2_3","41_8",10624.9615601527,4295,0.223498055553228,19221,4384,"20","Dpall 2","15","Dpall 2",0.332143741074912,27.0997621461453,"13"
"49x7_3","41_8",10804.7189964122,4756,0.136387983154779,18792,4838,"20","Dpall 1","13","Dpall 1",0.33683735046605,20.1758653069083,"4"
"49x10_3","41_8",19922.1081850098,5390,0.258789270266666,19715,5057,"20","Dpall 2","15","Dpall 2",0.622612010844616,27.3948008804998,"13"
"49x11_3","41_8",20987.8697224556,5668,0.299909565423866,19869,5341,"20","Dpall 2","15","Dpall 2",0.655372774380078,26.7053847026832,"13"
"49x4_3","41_8",12519.4430294618,4889,0.158429933542178,19032,4902,"20","Dpall 1","13","Dpall 1",0.390955611767899,21.0147410070469,"4"
"49x8_3","41_8",35314.5169435142,6919,0.199213560829007,20697,6096,"20","Dpall 1","13","Dpall 1",1.10016314084231,20.3082738280976,"4"
"56x9_3","41_8",33974.6458985907,6737,0.195598398889924,20492,5986,"20","Dpall 1","13","Dpall 1",1.05896018054963,26.2170190882511,"13"
"56x6_3","41_8",37216.0143761512,7065,0.19276446644405,20814,6300,"20","Dpall 1","13","Dpall 1",1.16061304971207,20.3071324277297,"4"
"56x7_3","41_8",54334.1016751274,7885,0.256934517915125,20288,5563,"20","Dpall 1","13","Dpall 1",1.69659804159272,20.2021157132632,"4"
"56x10_3","41_8",21653.0864384941,6083,0.299805235999567,19972,5821,"20","Dpall 2","15","Dpall 2",0.674273214881306,35.4117849261795,"1"
"56x4_3","41_8",24203.8233414641,5972,0.239843001656364,20455,5649,"20","Dpall 2","15","Dpall 2",0.754726089948199,26.9892937976833,"13"
"56x5_3","41_8",23933.7411371393,5970,0.103279268958007,20410,5613,"20","Dpall 1","13","Dpall 1",0.746283893190984,25.09866416066,"13"
"56x8_3","41_8",45767.6197406419,7493,0.190338848503729,20698,5912,"20","Dpall 1","13","Dpall 1",1.42956631804454,20.1905178541086,"4"
"37x9_3","41_8",32936.3728805575,6859,0.255105872035832,20499,6134,"20","Dpall 1","13","Dpall 1",1.0266719280267,24.4805795148826,"13"
"37x13_3","41_8",30562.1355626486,6847,0.367416045303723,20495,6205,"21","Spall 2","17","Spall 2",0.951448174831813,32.1204680737881,"1"
"37x12_3","41_8",42364.9786636523,7542,0.306810534814524,20735,6305,"20","Spall 2","17","Spall 2",1.32095178663082,25.157220772677,"2"
"37x14_3","41_8",18263.8819557334,5583,0.409282573814368,19446,5373,"21","Spall 1","21","Spall 1",0.56962777597284,35.5027772943702,"1"
"37x6_3","41_8",11367.9871528953,4604,0.380490130062941,18994,4647,"20","Dpall 2","15","Dpall 2",0.355359782157253,35.2748955163529,"1"
"37x7_3","41_8",27784.9813268324,6355,0.31261602042034,20725,5881,"20","Dpall 2","15","Dpall 2",0.866742700652143,26.7467736479763,"13"
"37x10_3","41_8",31909.7986619946,6902,0.258097542511578,20517,6179,"20","Dpall 1","13","Dpall 1",0.994131669630419,20.440996592781,"4"
"37x11_3","41_8",34542.3510736465,7114,0.301328690046431,20576,6407,"20","Spall 2","17","Spall 2",1.07710460343081,25.0201239128338,"2"
"37x8_3","41_8",36138.1405076031,6944,0.284798776326275,20573,6117,"20","Dpall 2","15","Dpall 2",1.12722227149323,26.1936858633243,"13"
"36x9_3","41_8",23252.5526905718,5878,0.269327723234824,20270,5507,"20","Dpall 2","15","Dpall 2",0.725524909373802,26.8115261635615,"13"
"36x13_3","41_8",29395.676461146,6766,0.347975702514142,20633,6162,"20","Spall 2","17","Spall 2",0.916230354031191,30.518744964081,"1"
"36x12_3","41_8",31359.0882831409,7010,0.400303887111306,20412,6308,"20","Spall 2","17","Spall 2",0.976869267305964,24.9471649989325,"2"
"36x14_3","41_8",15732.7283943639,5314,0.376847546293197,19306,5161,"21","Dpall 2","15","Dpall 2",0.490970442753564,35.4042739135132,"1"
"36x10_3","41_8",24522.7450359418,6218,0.293787577795197,20493,5842,"20","Dpall 2","15","Dpall 2",0.765152832958043,25.9341285691401,"13"
"36x11_3","41_8",28853.9004616172,6848,0.293264954580089,20791,6303,"20","Spall 2","17","Spall 2",0.898558442162543,24.8851038821772,"2"
"36x15_3","41_8",24657.2057214081,6043,0.209833533053034,20417,5565,"14","Dpall 2","15","Dpall 2",0.770192950425037,36.332863826105,"1"
"36x16_3","41_8",27185.2653754639,6228,0.283660533597378,20563,5622,"14","Dpall 2","15","Dpall 2",0.848787282175977,36.6502853453139,"1"
"36x8_3","41_8",20840.9760213347,5723,0.212108674299666,19821,5494,"20","Dpall 2","15","Dpall 2",0.649891646634722,26.7794369227943,"13"
"33x13_3","41_8",38759.3791854352,7291,0.319999573699293,20725,6400,"20","Spall 2","17","Spall 2",1.20839966344601,31.4431406241886,"1"
"33x12_3","41_8",34521.003522673,6857,0.264972638203594,20487,6108,"20","Dpall 2","15","Dpall 2",1.07556106745654,35.7265731243119,"1"
"33x14_3","41_8",24162.2405557092,6090,0.270164427392792,20416,5685,"20","Dpall 2","15","Dpall 2",0.753655064986463,35.6656310252492,"1"
"33x11_3","41_8",29720.0647972879,6229,0.212142204745933,20576,5560,"8","Dpall 2","15","Dpall 2",0.927602119066097,36.7573843313398,"1"
"33x15_3","41_8",28044.4805495575,6278,0.234866624935291,20664,5615,"15","Dpall 2","15","Dpall 2",0.874523381991815,36.2921253869473,"1"
"44x3_3","41_8",41419.4696986841,7206,0.225865575616608,20645,6048,"20","Dpall 1","13","Dpall 1",1.29234912000563,25.9564064072289,"13"
"44x13_3","41_8",36145.2141604475,7200,0.250843168780744,20760,6480,"21","Spall 1","5","Spall 1",1.12687576341738,25.2291934636265,"2"
"44x12_3","41_8",11706.4951554291,5036,0.34802868231953,19044,5057,"21","Spall 1","5","Spall 1",0.363990983319481,25.2495341518249,"2"
"44x2_3","41_8",13807.4176136038,4886,0.198256814577419,18810,4868,"20","Dpall 2","15","Dpall 2",0.431560058111371,35.2731667902955,"1"
"44x24_3","41_8",44149.8768872652,7329,0.212884889322261,20477,5823,"21","Spall 1","21","Spall 1",1.37809411841286,35.8441429316836,"1"
"44x17_3","41_8",49399.5058707057,7667,0.249699623721693,20256,5715,"21","Spall 1","21","Spall 1",1.54101591553345,34.7951821230141,"1"
"44x14_3","41_8",34109.2121075983,6840,0.166204934395306,20580,6050,"21","Spall 1","5","Spall 1",1.06371679140911,31.5264334020553,"1"
"44x18_3","41_8",59166.8758967963,8009,0.260357245892423,19633,5123,"21","Spall 1","21","Spall 1",1.84698254651416,35.3492297855304,"1"
"44x15_3","41_8",44924.7382966603,7522,0.27075891508644,20469,5932,"21","Spall 1","21","Spall 1",1.40165666757106,34.8256539814294,"1"
"44x16_3","41_8",44758.1768876076,7591,0.252617928398496,20526,6082,"21","Spall 1","21","Spall 1",1.39604953688903,34.9107926012695,"1"
"44x4_3","41_8",37691.2520510123,7209,0.306012029666611,20818,6440,"20","Dpall 1","13","Dpall 1",1.17519788963218,20.3303971540766,"4"
"44x25_3","41_8",51080.3227003009,7747,0.216989952234059,20077,5530,"21","Spall 3","18","Spall 3",1.59396864967106,35.3372788667231,"1"
"55x3_3","41_8",9132.63474916901,4268,0.21530072826562,18857,4565,"4","Dpall 2","15","Dpall 2",0.286341673593603,33.6417048326383,"1"
"55x9_3","41_8",31706.9378230881,6639,0.156714760355666,20425,5896,"20","Dpall 2","15","Dpall 2",0.989154553631763,26.4435449155635,"13"
"55x6_3","41_8",23982.4612112561,6301,0.248851984269556,20444,5955,"20","Dpall 1","13","Dpall 1",0.746850906406021,20.230112157232,"4"
"55x7_3","41_8",47851.0258205511,7744,0.256522288308744,20669,6063,"20","Dpall 1","13","Dpall 1",1.49231578050862,20.2341683871124,"4"
"55x10_3","41_8",24689.5757251911,6270,0.29362924125408,20516,5909,"15","Dpall 2","15","Dpall 2",0.770476457032556,35.9365932280543,"1"
"55x4_3","41_8",44362.6755057199,7361,0.152850663763211,20516,5939,"20","Dpall 2","15","Dpall 2",1.38508728139832,26.2069907992836,"13"
"55x5_3","41_8",23066.5688203677,6040,0.151743848544514,20278,5717,"20","Dpall 1","13","Dpall 1",0.719571270615915,20.4749558966873,"4"
"55x8_3","41_8",47743.7949005622,7558,0.142123445187821,20644,5850,"20","Dpall 1","13","Dpall 1",1.49011072911681,20.2821494900533,"4"
"35x13_3","41_8",40924.6247279576,7360,0.271202674838689,20730,6329,"20","Spall 2","17","Spall 2",1.27499221547867,33.1844568853814,"1"
"35x12_3","41_8",42481.0377019446,7551,0.309327204589605,20719,6397,"20","Spall 2","17","Spall 2",1.32463737252856,24.9228071430029,"2"
"35x14_3","41_8",23054.1732139517,5865,0.250701422515581,20190,5431,"20","Dpall 2","15","Dpall 2",0.719319264742565,35.894220688667,"1"
"35x10_3","41_8",23445.2740184474,6066,0.346868634524541,20317,5728,"20","Dpall 2","15","Dpall 2",0.732203065017569,35.5216943659803,"1"
"35x11_3","41_8",30793.3491394584,6819,0.300983224742084,20521,6179,"20","Spall 2","17","Spall 2",0.958220832678086,31.4974801255314,"1"
"35x15_3","41_8",27377.4546992519,6237,0.210657622205946,20562,5602,"15","Dpall 2","15","Dpall 2",0.855024427541382,36.6200269602166,"1"
"51x3_3","41_8",18917.0166671825,5565,0.151375419373176,19476,5426,"20","Dpall 1","13","Dpall 1",0.58922123262578,25.716574365457,"13"
"51x9_3","41_8",18256.3609105136,5159,0.220945728301917,19462,4917,"20","Dpall 2","15","Dpall 2",0.570352292858721,27.710586244118,"13"
"51x7_3","41_8",32362.1293408053,6824,0.228641452437954,20505,6056,"20","Dpall 1","13","Dpall 1",1.00877951101887,20.2537989921556,"4"
"51x4_3","41_8",13503.3620985302,5114,0.348868328839214,18763,5094,"20","Dpall 1","13","Dpall 1",0.420377297481477,20.2708674367789,"4"
"51x8_3","41_8",36901.9530160857,6900,0.180005358899207,20737,6114,"20","Dpall 1","13","Dpall 1",1.15053281477808,23.2413433633213,"13"
"53x3_3","41_8",37742.8664372166,6907,0.158025425767447,20667,6077,"20","Dpall 2","15","Dpall 2",1.17841096451739,26.6386480039853,"13"
"53x9_3","41_8",23499.7096733718,5856,0.225542196506676,20312,5510,"20","Dpall 2","15","Dpall 2",0.733557596586824,27.1175158546513,"13"
"53x6_3","41_8",11461.8452063249,4861,0.241526661066609,18797,4904,"20","Dpall 1","13","Dpall 1",0.35715532400487,20.2978851005325,"4"
"53x7_3","41_8",51091.1033742447,7830,0.209058571488607,20361,5840,"20","Dpall 1","13","Dpall 1",1.59387414746855,20.3855364105757,"4"
"53x10_3","41_8",13157.4119447713,5216,0.308092679167944,18907,5193,"4","Dpall 2","15","Dpall 2",0.409919053737465,35.0456683804547,"1"
"53x4_3","41_8",53039.9191264994,7953,0.315462193359178,20255,5822,"20","Dpall 1","13","Dpall 1",1.6547335658825,20.3986339437141,"4"
"53x5_3","41_8",8835.44144423511,4240,0.406863822257079,18561,4584,"20","Dpall 1","13","Dpall 1",0.274623400482842,20.2842267722817,"4"
"53x8_3","41_8",56062.0118653791,7869,0.147990683077338,19952,5350,"20","Dpall 1","13","Dpall 1",1.75065330142623,25.5688225472047,"13"
"54x3_3","41_8",22962.6502163096,5822,0.168159160347738,20246,5589,"20","Dpall 2","15","Dpall 2",0.716704703806562,26.8341039168821,"13"
"54x9_3","41_8",25901.3247604568,6153,0.253786584851232,20636,5674,"20","Dpall 2","15","Dpall 2",0.807962330693324,26.8126991019713,"13"
"54x6_3","41_8",12639.6096898232,5008,0.261928860718476,18992,5007,"20","Dpall 1","13","Dpall 1",0.393916680779758,20.1758184384032,"4"
"54x7_3","41_8",46456.6446093295,7672,0.260530155111526,20722,6107,"20","Dpall 1","13","Dpall 1",1.44966378644418,20.3595102586691,"4"
"54x4_3","41_8",52154.6100496233,7821,0.181939586102001,20195,5640,"20","Dpall 1","13","Dpall 1",1.62808394477577,25.1932357644242,"13"
"54x5_3","41_8",14138.7656214353,5103,0.271825749576195,18731,5045,"20","Dpall 1","13","Dpall 1",0.441010278361984,20.2954253240223,"4"
"54x8_3","41_8",50057.0691673242,7607,0.173503648703415,20439,5727,"20","Dpall 1","13","Dpall 1",1.56193240302147,20.4258520971287,"4"
"50x3_3","41_8",28137.8959607629,6486,0.216631919188173,20893,6037,"20","Dpall 1","13","Dpall 1",0.87710644219365,25.1720713248094,"13"
"50x9_3","41_8",30171.0794554719,6293,0.238491768060497,20518,5579,"20","Dpall 2","15","Dpall 2",0.941619945771174,27.1664241439325,"13"
"50x7_3","41_8",33940.1054054277,7013,0.215575005627674,20584,6277,"20","Dpall 1","13","Dpall 1",1.05779465338539,19.8616760494563,"4"
"50x10_3","41_8",25489.6118128358,6032,0.242763057244589,20568,5546,"20","Dpall 2","15","Dpall 2",0.794984028215814,27.1042344558574,"13"
"50x4_3","41_8",15394.0478108149,5403,0.258957654935948,19108,5349,"20","Dpall 2","15","Dpall 2",0.479724680655333,23.551201852917,"3"
"50x8_3","41_8",49957.0282363623,7630,0.244967362922971,20405,5649,"20","Dpall 1","13","Dpall 1",1.56139689054061,20.4539491892995,"4"
"34x13_3","41_8",42448.4452784277,7562,0.290777196259015,20627,6306,"20","Spall 2","17","Spall 2",1.32290483214928,32.1816746090913,"1"
"34x12_3","41_8",41258.3464646114,7461,0.387641044419801,20685,6371,"20","Dpall 2","15","Dpall 2",1.28611197464022,35.018431100051,"1"
"34x14_3","41_8",20320.8765935184,5681,0.342279724988319,19748,5361,"20","Dpall 2","15","Dpall 2",0.633952275145353,35.80568527129,"1"
"34x11_3","41_8",29062.3605378326,6403,0.26052089357578,20598,5782,"15","Dpall 2","15","Dpall 2",0.90671713231224,36.2917285166822,"1"
"34x15_3","41_8",28115.6412212755,6374,0.23909956033707,20649,5694,"15","Dpall 2","15","Dpall 2",0.877389948801168,36.5057458450246,"1"
"34x16_3","41_8",21426.9723698327,6175,0.336921185275144,19947,5881,"5","Dpall 2","15","Dpall 2",0.668666084199275,35.1717121214756,"1"
"45x3_3","41_8",46430.0317375801,7433,0.296462318954013,20656,5869,"20","Dpall 1","13","Dpall 1",1.44887626808996,20.4659310915393,"4"
"45x13_3","41_8",42920.7227265606,7495,0.208365741918132,20765,6178,"21","Spall 1","5","Spall 1",1.33931671465118,25.1071204078312,"2"
"45x2_3","41_8",23573.540376028,5747,0.213108855356029,20325,5481,"20","Dpall 2","15","Dpall 2",0.735573643573621,27.1670710241252,"13"
"45x17_3","41_8",56332.7900587589,7892,0.275948267830138,19827,5294,"21","Spall 1","21","Spall 1",1.75802447322171,34.8620333697102,"1"
"45x14_3","41_8",41282.2350886979,7257,0.211768689969927,20662,6065,"21","Spall 1","21","Spall 1",1.28822252382953,34.0741569726538,"1"
"45x18_3","41_8",67228.2414261259,8368,0.279119085634221,19844,5337,"21","Spall 1","21","Spall 1",2.09914592353471,34.8961215721936,"1"
"45x15_3","41_8",48865.1206111382,7601,0.245948874057393,20273,5639,"21","Spall 1","21","Spall 1",1.52413152201902,34.9773420327545,"1"
"45x16_3","41_8",49291.0904400097,7641,0.245596633875398,20261,5683,"21","Spall 1","21","Spall 1",1.5382438509266,34.89597429162,"1"
"45x4_3","41_8",19203.6352585133,5848,0.397305631064035,19520,5684,"20","Dpall 2","15","Dpall 2",0.598608451408057,20.3844338560218,"4"
"45x20_3","41_8",47660.3584384454,7536,0.27149456796311,20345,5713,"21","Spall 1","21","Spall 1",1.48771667331999,35.8436635978527,"1"
"45x19_3","41_8",68351.9976424091,8304,0.237518723188365,19838,5321,"21","Spall 1","21","Spall 1",2.13515126268955,35.4481282066017,"1"
"57x9_3","41_8",26711.7108183347,6191,0.138271202241734,20765,5645,"20","Dpall 1","13","Dpall 1",0.833351922433307,26.4968268823358,"13"
"57x6_3","41_8",26655.5709742418,6193,0.106023382336918,20863,5720,"20","Dpall 1","13","Dpall 1",0.830485355623954,20.9386649165543,"4"
"57x7_3","41_8",41912.0582549082,7286,0.201760047368167,20836,6090,"20","Dpall 1","13","Dpall 1",1.30768997754579,20.2000198708556,"4"
"57x10_3","41_8",13782.1005702772,5262,0.283082804183225,18786,5232,"20","Dpall 2","15","Dpall 2",0.429544011124573,35.0590313631604,"1"
"57x5_3","41_8",10216.7453254827,4244,0.192690915484114,19118,4398,"20","Dpall 2","15","Dpall 2",0.319826954014945,27.094427879488,"13"
"57x8_3","41_8",37893.7492791566,7008,0.179377622102256,20835,6120,"20","Dpall 1","13","Dpall 1",1.18124603059258,20.2647833456861,"4"
"52x3_3","41_8",23585.0294352778,5871,0.193568429525589,20339,5591,"20","Dpall 1","13","Dpall 1",0.73535313843444,26.3799360546011,"13"
"52x9_3","41_8",12742.0243697585,4771,0.254992137134535,19186,4768,"20","Dpall 2","15","Dpall 2",0.397350260804148,27.1910085955386,"13"
"52x2_3","41_8",3713.25657211827,2903,0.497460197507514,17638,5162,"5","Dpall 2","15","Dpall 2",0.115733697335852,34.7714862591256,"1"
"52x6_3","41_8",7674.70539808812,4125,0.223846275413981,18038,4728,"20","Dpall 1","13","Dpall 1",0.238744064264677,20.1304892695273,"4"
"52x7_3","41_8",29822.1413763453,6585,0.176623579976762,20694,5972,"20","Dpall 1","13","Dpall 1",0.928389637420315,20.2207700156014,"4"
"52x4_3","41_8",22697.4993443505,6073,0.234182017935259,20177,5788,"20","Dpall 1","13","Dpall 1",0.707569490897635,20.4011003307415,"4"
"52x8_3","41_8",31017.5197929371,6603,0.148878189153056,20458,5816,"20","Dpall 1","13","Dpall 1",0.967576550726194,25.8041135971307,"13"
"41x3_3","41_8",15816.8570236776,5077,0.203808737032043,19289,5018,"20","Dpall 2","15","Dpall 2",0.494687529385472,35.2135585959703,"1"
"41x13_3","41_8",33038.7987454059,6916,0.285559079165989,20535,6151,"21","Spall 2","17","Spall 2",1.02994800438025,27.6968925661473,"1"
"41x12_3","41_8",21639.3346322391,6250,0.280069537458697,19973,5946,"21","Spall 2","17","Spall 2",0.674619722957161,25.1858677474387,"2"
"41x24_3","41_8",24235.4191332093,6398,0.282227527217894,20385,5931,"21","Spall 1","5","Spall 1",0.755513608302417,35.4595309329555,"1"
"41x17_3","41_8",31958.9426070151,6876,0.243140101961752,20437,6081,"21","Spall 1","5","Spall 1",0.995706706338855,34.8113568977137,"1"
"41x14_3","41_8",27223.9243452062,6169,0.246911946229633,20623,5533,"21","Spall 1","21","Spall 1",0.849858307137713,34.9007267409781,"1"
"41x6_3","41_8",8787.98966820407,4281,0.283677499214683,18497,4661,"20","Dpall 1","13","Dpall 1",0.27393038433113,20.2396376260244,"4"
"41x15_3","41_8",35392.6413071631,7007,0.176289925077256,20594,6257,"21","Spall 1","5","Spall 1",1.10334471499335,33.7975687387311,"1"
